Offence;Region / City;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
Penal code, unspecified;Fanø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Penal code, unspecified;Fredericia;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Penal code, unspecified;Haderslev;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Penal code, unspecified;Kolding;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Penal code, unspecified;Sønderborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Penal code, unspecified;Tønder;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Penal code, unspecified;Varde;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Penal code, unspecified;Vejen;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Penal code, unspecified;Vejle;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Penal code, unspecified;Aabenraa;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Penal code, unspecified;Favrskov;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Penal code, unspecified;Hedensted;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Penal code, unspecified;Horsens;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Penal code, unspecified;Norddjurs;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Penal code, unspecified;Odder;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Penal code, unspecified;Randers;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Penal code, unspecified;Samsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Penal code, unspecified;Silkeborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Penal code, unspecified;Skanderborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Penal code, unspecified;Syddjurs;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Penal code, unspecified;Aarhus;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Penal code, unspecified;Herning;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Penal code, unspecified;Holstebro;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Penal code, unspecified;Ikast-Brande;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Penal code, unspecified;Lemvig;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Penal code, unspecified;Ringkøbing-Skjern;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Penal code, unspecified;Skive;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Penal code, unspecified;Struer;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Penal code, unspecified;Viborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Penal code, unspecified;Brønderslev;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Penal code, unspecified;Frederikshavn;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Penal code, unspecified;Hjørring;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Penal code, unspecified;Jammerbugt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Penal code, unspecified;Læsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Penal code, unspecified;Mariagerfjord;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Penal code, unspecified;Morsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Penal code, unspecified;Rebild;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Penal code, unspecified;Thisted;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Penal code, unspecified;Vesthimmerlands;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Penal code, unspecified;Aalborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Penal code, unspecified;Unknown municipality;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sexual offenses, total;Copenhagen;210;224;172;166;206;209;202;245;342;432;736;1019;551;701
Sexual offenses, total;Frederiksberg;23;14;18;16;24;14;16;19;35;71;84;142;57;69
Sexual offenses, total;Dragør;1;2;5;4;5;6;1;0;5;17;7;8;7;4
Sexual offenses, total;Tårnby;14;13;13;12;7;9;17;10;40;20;25;94;73;47
Sexual offenses, total;Albertslund;15;36;27;16;18;16;14;14;13;12;183;36;30;23
Sexual offenses, total;Ballerup;22;16;11;12;18;21;22;14;20;21;36;35;57;33
Sexual offenses, total;Brøndby;20;20;15;19;28;24;15;9;8;542;297;28;32;42
Sexual offenses, total;Gentofte;18;22;12;31;28;31;24;25;19;18;258;171;39;53
Sexual offenses, total;Gladsaxe;37;22;29;22;17;22;16;19;17;36;78;37;37;35
Sexual offenses, total;Glostrup;6;7;16;11;13;14;15;7;7;11;23;21;23;26
Sexual offenses, total;Herlev;15;13;9;17;13;11;26;11;6;16;27;16;33;13
Sexual offenses, total;Hvidovre;21;26;23;18;27;43;23;17;16;31;57;37;47;45
Sexual offenses, total;Høje-Taastrup;28;15;27;25;15;14;27;22;37;36;51;44;33;46
Sexual offenses, total;Ishøj;16;12;12;8;12;19;19;13;8;19;14;270;29;31
Sexual offenses, total;Lyngby-Taarbæk;12;19;32;8;11;18;20;26;18;32;245;67;48;63
Sexual offenses, total;Rødovre;26;15;11;14;13;18;8;8;23;23;34;34;18;20
Sexual offenses, total;Vallensbæk;5;5;6;6;7;7;4;1;8;4;11;5;12;8
Sexual offenses, total;Allerød;6;7;9;3;7;13;7;3;8;12;36;29;28;8
Sexual offenses, total;Egedal;9;15;8;11;19;8;18;14;22;15;70;47;33;19
Sexual offenses, total;Fredensborg;15;14;19;9;14;12;8;18;9;24;95;72;29;25
Sexual offenses, total;Frederikssund;24;37;15;14;27;19;8;13;15;16;38;35;34;42
Sexual offenses, total;Furesø;13;14;8;45;24;75;96;7;11;139;212;60;18;29
Sexual offenses, total;Gribskov;25;16;13;12;12;11;12;18;15;19;97;49;72;47
Sexual offenses, total;Halsnæs;15;11;12;33;17;10;9;1;5;25;49;37;32;20
Sexual offenses, total;Helsingør;34;27;25;34;38;42;39;25;24;35;146;91;71;48
Sexual offenses, total;Hillerød;21;10;17;41;12;22;22;16;22;27;96;77;39;53
Sexual offenses, total;Hørsholm;8;5;10;4;0;4;11;3;6;5;27;31;16;14
Sexual offenses, total;Rudersdal;20;18;26;17;15;7;13;15;9;132;232;68;32;24
Sexual offenses, total;Bornholm;11;28;15;25;18;11;20;18;29;33;38;24;53;40
Sexual offenses, total;Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sexual offenses, total;Greve;15;27;22;35;46;21;29;23;31;23;26;53;25;59
Sexual offenses, total;Køge;21;27;14;21;21;25;24;44;17;31;44;37;43;40
Sexual offenses, total;Lejre;9;2;10;12;5;7;8;14;3;9;11;11;15;24
Sexual offenses, total;Roskilde;28;35;33;31;53;53;29;50;39;48;150;100;137;71
Sexual offenses, total;Solrød;4;8;4;3;12;12;7;5;8;6;8;25;15;16
Sexual offenses, total;Faxe;5;21;12;6;8;13;12;31;20;19;28;55;23;39
Sexual offenses, total;Guldborgsund;41;53;31;63;35;34;28;42;28;49;61;89;57;78
Sexual offenses, total;Holbæk;34;34;29;37;35;55;42;102;38;39;54;85;47;63
Sexual offenses, total;Kalundborg;28;21;26;36;23;14;19;30;18;32;60;33;61;38
Sexual offenses, total;Lolland;16;30;24;50;27;24;45;30;42;36;34;72;57;53
Sexual offenses, total;Næstved;52;27;27;38;33;22;51;41;38;65;54;98;76;107
Sexual offenses, total;Odsherred;15;22;10;28;22;19;14;15;12;19;34;26;43;58
Sexual offenses, total;Ringsted;8;6;14;7;19;14;14;15;24;14;24;24;33;27
Sexual offenses, total;Slagelse;33;35;26;31;35;37;41;44;48;83;69;91;88;98
Sexual offenses, total;Sorø;14;13;17;9;8;9;22;25;34;9;33;41;53;40
Sexual offenses, total;Stevns;8;5;5;11;7;7;5;9;9;7;16;23;14;28
Sexual offenses, total;Vordingborg;45;17;14;17;19;12;14;26;31;41;49;71;46;57
Sexual offenses, total;Assens;28;18;19;39;24;7;23;29;23;15;21;43;34;37
Sexual offenses, total;Faaborg-Midtfyn;17;29;19;21;10;13;7;20;20;27;35;28;53;38
Sexual offenses, total;Kerteminde;6;15;14;14;9;12;6;8;25;5;10;17;8;19
Sexual offenses, total;Langeland;10;5;1;11;8;8;3;4;6;34;3;3;3;7
Sexual offenses, total;Middelfart;8;17;10;19;24;12;6;8;16;9;22;79;26;25
Sexual offenses, total;Nordfyns;8;18;7;15;8;13;12;15;10;10;10;22;8;19
Sexual offenses, total;Nyborg;17;11;15;16;65;16;16;20;36;19;15;21;30;23
Sexual offenses, total;Odense;106;90;117;133;115;114;125;125;99;178;149;172;171;189
Sexual offenses, total;Svendborg;30;23;22;21;32;24;38;16;21;45;58;38;31;38
Sexual offenses, total;Ærø;1;4;2;2;10;0;0;1;2;2;1;3;1;3
Sexual offenses, total;Billund;6;8;12;14;10;17;7;5;15;20;21;23;24;25
Sexual offenses, total;Esbjerg;71;98;66;66;42;88;64;99;124;97;140;210;210;121
Sexual offenses, total;Fanø;1;0;2;0;2;1;1;5;4;15;6;17;3;1
Sexual offenses, total;Fredericia;28;39;34;27;16;20;20;25;37;49;34;54;42;52
Sexual offenses, total;Haderslev;28;27;24;16;46;35;22;19;29;34;46;63;55;52
Sexual offenses, total;Kolding;56;47;42;45;39;40;32;53;45;57;56;98;89;67
Sexual offenses, total;Sønderborg;30;28;27;29;27;34;27;36;23;49;59;74;67;72
Sexual offenses, total;Tønder;28;15;18;25;20;14;22;15;29;40;41;42;38;44
Sexual offenses, total;Varde;10;32;22;29;15;21;25;34;45;26;45;44;59;54
Sexual offenses, total;Vejen;22;31;25;18;18;20;24;18;54;18;35;81;55;35
Sexual offenses, total;Vejle;51;44;37;40;48;63;61;44;42;64;77;92;86;106
Sexual offenses, total;Aabenraa;52;37;40;42;39;36;38;52;28;48;68;51;46;72
Sexual offenses, total;Favrskov;12;8;5;20;14;12;11;25;17;10;20;33;53;271
Sexual offenses, total;Hedensted;12;7;13;13;12;12;20;15;3;40;32;45;15;26
Sexual offenses, total;Horsens;42;37;27;30;42;24;21;28;27;30;74;120;92;56
Sexual offenses, total;Norddjurs;33;18;23;13;13;16;23;11;7;14;19;36;29;23
Sexual offenses, total;Odder;5;2;4;1;10;6;12;5;5;4;14;10;12;8
Sexual offenses, total;Randers;38;42;33;162;58;34;52;63;204;39;66;100;78;148
Sexual offenses, total;Samsø;0;4;3;2;0;0;1;0;0;4;2;2;2;1
Sexual offenses, total;Silkeborg;28;43;25;19;34;36;27;27;25;34;71;104;76;77
Sexual offenses, total;Skanderborg;20;12;18;28;34;15;5;20;12;11;26;44;34;19
Sexual offenses, total;Syddjurs;18;8;7;11;8;24;12;12;11;13;20;53;49;19
Sexual offenses, total;Aarhus;194;118;101;121;136;137;126;109;126;226;233;305;244;193
Sexual offenses, total;Herning;29;28;24;20;37;59;51;42;18;50;78;89;51;70
Sexual offenses, total;Holstebro;24;31;20;13;25;23;88;25;27;24;57;63;83;87
Sexual offenses, total;Ikast-Brande;13;21;15;23;38;23;15;17;8;19;21;26;36;37
Sexual offenses, total;Lemvig;3;4;9;3;12;4;4;3;6;7;7;7;14;7
Sexual offenses, total;Ringkøbing-Skjern;14;18;22;30;19;12;19;13;23;29;23;36;33;54
Sexual offenses, total;Skive;22;30;21;22;25;14;28;20;20;23;30;52;106;35
Sexual offenses, total;Struer;6;14;13;10;10;12;5;7;7;13;19;21;40;15
Sexual offenses, total;Viborg;42;29;49;41;40;72;33;39;34;70;174;114;64;120
Sexual offenses, total;Brønderslev;11;8;14;13;22;19;22;9;19;39;25;31;18;38
Sexual offenses, total;Frederikshavn;22;23;22;56;21;16;13;38;28;35;71;89;46;36
Sexual offenses, total;Hjørring;37;38;29;43;8;35;19;29;31;38;63;182;53;51
Sexual offenses, total;Jammerbugt;16;16;16;16;21;24;14;12;11;35;33;46;18;44
Sexual offenses, total;Læsø;1;0;2;5;0;0;0;0;1;0;0;0;10;3
Sexual offenses, total;Mariagerfjord;26;18;17;7;18;13;12;14;7;22;31;21;35;28
Sexual offenses, total;Morsø;8;8;14;7;9;9;11;10;16;14;16;11;23;16
Sexual offenses, total;Rebild;17;9;8;18;8;10;11;7;8;10;7;21;45;16
Sexual offenses, total;Thisted;18;22;11;20;20;10;25;16;14;19;19;27;47;25
Sexual offenses, total;Vesthimmerlands;17;15;15;19;18;21;13;21;13;28;35;49;34;52
Sexual offenses, total;Aalborg;102;90;90;60;106;107;61;122;88;98;198;235;198;196
Sexual offenses, total;Unknown municipality;92;54;53;66;88;101;63;73;179;213;376;391;1361;1900
Incest, etc.;Copenhagen;5;2;3;1;0;6;5;0;5;5;6;4;3;3
Incest, etc.;Frederiksberg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Incest, etc.;Dragør;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Incest, etc.;Tårnby;0;0;1;0;0;0;0;1;1;0;1;0;1;1
Incest, etc.;Albertslund;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Incest, etc.;Ballerup;0;0;1;0;0;0;0;1;0;0;0;0;0;0
Incest, etc.;Brøndby;0;0;0;0;0;0;0;0;0;12;0;0;0;0
Incest, etc.;Gentofte;0;0;0;0;1;1;0;0;0;0;1;2;0;0
Incest, etc.;Gladsaxe;1;1;0;1;0;0;2;0;0;0;0;0;0;0
Incest, etc.;Glostrup;0;0;2;2;0;0;0;0;0;0;0;0;0;1
Incest, etc.;Herlev;0;2;0;0;1;0;0;1;0;0;0;0;0;0
Incest, etc.;Hvidovre;1;1;2;1;2;0;1;0;0;0;0;0;0;0
Incest, etc.;Høje-Taastrup;3;0;1;1;0;0;1;1;4;0;0;0;0;0
Incest, etc.;Ishøj;0;0;0;0;0;3;1;0;0;0;0;0;0;0
Incest, etc.;Lyngby-Taarbæk;0;1;1;0;0;0;0;0;0;0;0;0;0;0
Incest, etc.;Rødovre;3;0;4;0;2;0;0;0;1;0;0;0;0;0
Incest, etc.;Vallensbæk;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Incest, etc.;Allerød;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Incest, etc.;Egedal;2;0;0;0;0;0;0;0;0;0;1;0;2;0
Incest, etc.;Fredensborg;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Incest, etc.;Frederikssund;1;0;0;0;0;0;0;0;1;1;0;0;1;0
Incest, etc.;Furesø;0;1;0;0;1;0;0;0;0;0;0;0;0;0
Incest, etc.;Gribskov;0;0;1;1;1;1;0;0;0;0;0;0;0;1
Incest, etc.;Halsnæs;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Incest, etc.;Helsingør;0;0;0;1;0;2;0;0;0;0;0;1;1;0
Incest, etc.;Hillerød;0;0;0;1;0;0;0;0;0;0;1;1;1;1
Incest, etc.;Hørsholm;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Incest, etc.;Rudersdal;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Incest, etc.;Bornholm;1;1;2;0;5;2;0;0;1;1;1;0;0;1
Incest, etc.;Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Incest, etc.;Greve;0;1;0;4;0;1;0;1;0;0;0;0;0;1
Incest, etc.;Køge;0;1;0;2;0;2;0;4;0;0;0;0;3;0
Incest, etc.;Lejre;0;0;0;0;0;1;0;1;0;0;0;0;0;0
Incest, etc.;Roskilde;1;0;0;0;2;2;0;0;1;0;0;1;0;2
Incest, etc.;Solrød;0;2;1;0;1;2;2;0;1;0;0;0;0;0
Incest, etc.;Faxe;0;1;0;0;0;0;0;0;1;0;2;2;0;0
Incest, etc.;Guldborgsund;4;2;1;4;0;3;0;2;1;0;1;2;0;3
Incest, etc.;Holbæk;3;1;2;1;0;2;4;2;1;0;3;6;0;2
Incest, etc.;Kalundborg;0;1;0;1;0;1;1;0;0;0;3;0;4;1
Incest, etc.;Lolland;0;0;0;6;0;0;0;0;0;0;0;3;0;1
Incest, etc.;Næstved;0;1;0;2;1;0;1;0;0;0;2;0;0;0
Incest, etc.;Odsherred;1;3;1;1;0;1;1;1;0;0;0;0;0;1
Incest, etc.;Ringsted;0;1;1;0;0;0;3;1;3;0;0;1;0;3
Incest, etc.;Slagelse;3;2;1;1;0;0;1;0;4;3;2;2;0;0
Incest, etc.;Sorø;1;0;0;0;0;0;0;1;0;0;1;1;2;0
Incest, etc.;Stevns;0;0;1;2;0;1;0;1;0;0;2;1;0;0
Incest, etc.;Vordingborg;0;0;0;0;1;1;0;1;1;0;2;2;0;1
Incest, etc.;Assens;1;0;0;2;1;0;0;1;0;1;0;0;0;1
Incest, etc.;Faaborg-Midtfyn;1;1;0;0;0;1;0;2;0;0;1;0;0;1
Incest, etc.;Kerteminde;0;0;0;0;0;0;1;0;0;1;1;0;0;0
Incest, etc.;Langeland;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Incest, etc.;Middelfart;0;0;0;1;0;1;0;0;1;0;0;1;0;0
Incest, etc.;Nordfyns;1;0;0;0;0;2;0;0;0;1;0;1;0;0
Incest, etc.;Nyborg;0;0;0;0;0;1;2;0;1;1;0;0;0;0
Incest, etc.;Odense;2;3;0;3;3;2;1;0;3;0;1;0;2;0
Incest, etc.;Svendborg;0;1;1;2;1;0;2;0;1;0;0;0;2;0
Incest, etc.;Ærø;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Incest, etc.;Billund;0;0;0;0;0;2;0;0;0;2;1;0;0;0
Incest, etc.;Esbjerg;0;7;2;1;0;1;3;2;6;0;2;1;0;0
Incest, etc.;Fanø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Incest, etc.;Fredericia;0;0;0;0;0;0;0;0;0;1;1;1;1;0
Incest, etc.;Haderslev;0;0;0;0;0;1;2;0;1;1;0;0;0;0
Incest, etc.;Kolding;1;2;0;1;0;0;0;1;0;0;0;0;1;0
Incest, etc.;Sønderborg;0;0;2;0;0;3;0;2;0;1;0;0;0;0
Incest, etc.;Tønder;2;0;2;0;1;2;1;1;0;0;4;1;0;1
Incest, etc.;Varde;1;4;0;3;0;1;2;1;0;0;1;0;0;0
Incest, etc.;Vejen;1;3;0;1;1;0;1;1;1;0;1;6;1;0
Incest, etc.;Vejle;3;1;3;1;1;4;2;2;0;0;2;0;3;1
Incest, etc.;Aabenraa;2;3;2;1;0;2;0;0;0;0;0;0;0;1
Incest, etc.;Favrskov;2;0;0;1;0;0;1;2;2;0;0;0;5;0
Incest, etc.;Hedensted;0;0;0;1;0;0;0;0;0;1;2;0;0;0
Incest, etc.;Horsens;3;0;0;0;2;0;1;0;0;0;1;1;0;0
Incest, etc.;Norddjurs;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Incest, etc.;Odder;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Incest, etc.;Randers;0;0;4;1;0;0;0;0;0;1;0;0;0;3
Incest, etc.;Samsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Incest, etc.;Silkeborg;0;3;0;0;0;1;0;1;1;6;2;3;3;1
Incest, etc.;Skanderborg;1;0;1;0;2;0;1;0;0;0;1;1;1;1
Incest, etc.;Syddjurs;0;0;0;0;1;0;1;0;0;2;0;0;0;0
Incest, etc.;Aarhus;8;0;1;0;2;1;1;1;0;4;0;1;3;2
Incest, etc.;Herning;2;0;0;0;0;1;0;0;0;0;0;0;1;2
Incest, etc.;Holstebro;0;3;0;2;0;0;0;1;1;0;0;0;34;0
Incest, etc.;Ikast-Brande;0;1;0;1;1;1;0;0;0;0;0;0;1;0
Incest, etc.;Lemvig;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Incest, etc.;Ringkøbing-Skjern;0;1;1;3;1;1;0;0;1;1;1;0;1;0
Incest, etc.;Skive;1;2;1;0;0;0;0;0;1;1;2;1;1;0
Incest, etc.;Struer;0;0;1;1;0;3;1;0;0;1;0;1;0;0
Incest, etc.;Viborg;0;0;0;1;0;2;1;0;0;1;2;0;1;4
Incest, etc.;Brønderslev;0;0;0;0;1;3;2;0;1;1;1;0;0;0
Incest, etc.;Frederikshavn;0;0;1;1;0;1;0;1;1;0;2;2;0;0
Incest, etc.;Hjørring;1;3;1;1;0;1;0;1;1;0;1;1;0;1
Incest, etc.;Jammerbugt;0;2;1;0;0;2;0;0;0;0;0;1;0;0
Incest, etc.;Læsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Incest, etc.;Mariagerfjord;1;0;0;0;1;3;0;0;0;0;1;0;0;0
Incest, etc.;Morsø;1;0;0;3;1;0;1;0;0;0;1;0;0;0
Incest, etc.;Rebild;0;0;1;2;1;0;0;0;0;0;0;0;0;0
Incest, etc.;Thisted;0;0;0;3;0;0;1;0;2;0;2;0;0;0
Incest, etc.;Vesthimmerlands;0;0;3;2;2;1;0;2;0;0;0;0;1;0
Incest, etc.;Aalborg;1;6;1;0;3;3;4;0;0;0;2;0;1;0
Incest, etc.;Unknown municipality;12;3;3;2;5;6;2;1;2;2;2;2;0;2
Rape, etc.;Copenhagen;48;57;45;49;30;49;40;72;74;123;149;154;132;150
Rape, etc.;Frederiksberg;6;1;4;1;4;4;6;6;7;14;9;8;16;26
Rape, etc.;Dragør;0;0;0;2;1;1;1;0;0;0;0;0;2;0
Rape, etc.;Tårnby;3;0;0;1;1;0;3;2;2;4;3;8;5;6
Rape, etc.;Albertslund;6;12;8;3;3;1;0;1;3;4;4;5;5;8
Rape, etc.;Ballerup;3;6;3;1;2;4;7;2;3;4;8;8;11;14
Rape, etc.;Brøndby;0;8;3;5;1;1;3;1;1;1;34;10;6;12
Rape, etc.;Gentofte;7;6;2;2;7;2;4;1;4;4;4;9;6;8
Rape, etc.;Gladsaxe;8;1;5;3;1;4;0;1;3;5;2;9;7;8
Rape, etc.;Glostrup;3;1;2;0;1;1;4;1;3;4;4;1;8;6
Rape, etc.;Herlev;3;1;1;3;1;0;3;1;3;4;6;4;7;3
Rape, etc.;Hvidovre;6;5;7;4;2;2;4;2;2;10;7;8;8;13
Rape, etc.;Høje-Taastrup;5;3;3;6;2;1;6;1;8;7;7;10;6;14
Rape, etc.;Ishøj;4;1;1;1;1;3;1;3;0;6;1;4;8;7
Rape, etc.;Lyngby-Taarbæk;5;2;1;0;0;1;1;2;11;2;3;5;12;10
Rape, etc.;Rødovre;6;6;3;3;2;3;0;1;2;5;3;6;4;7
Rape, etc.;Vallensbæk;1;1;3;0;0;0;0;0;1;1;0;2;4;1
Rape, etc.;Allerød;2;1;2;0;2;1;2;1;0;2;5;1;2;1
Rape, etc.;Egedal;2;3;0;1;2;1;1;2;2;3;4;3;4;4
Rape, etc.;Fredensborg;2;0;5;0;2;0;2;1;1;6;1;8;5;2
Rape, etc.;Frederikssund;5;13;6;3;9;1;2;5;4;3;3;7;10;11
Rape, etc.;Furesø;1;1;1;3;0;1;0;1;0;2;4;4;4;4
Rape, etc.;Gribskov;5;5;3;2;3;0;2;2;2;9;6;4;4;6
Rape, etc.;Halsnæs;6;2;2;3;3;4;4;0;1;3;11;4;6;10
Rape, etc.;Helsingør;11;6;4;9;4;7;6;3;2;5;6;13;9;4
Rape, etc.;Hillerød;5;4;4;14;3;4;4;5;6;10;7;9;6;3
Rape, etc.;Hørsholm;1;1;2;0;0;1;2;0;0;1;1;2;5;2
Rape, etc.;Rudersdal;2;0;2;2;1;0;2;1;0;3;2;4;5;1
Rape, etc.;Bornholm;2;4;2;2;1;2;2;1;4;5;7;4;12;4
Rape, etc.;Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rape, etc.;Greve;2;6;5;8;2;0;2;3;5;5;3;8;6;13
Rape, etc.;Køge;3;5;1;3;0;3;1;7;5;12;9;14;6;6
Rape, etc.;Lejre;1;0;1;2;0;1;2;2;0;3;3;4;3;1
Rape, etc.;Roskilde;6;12;7;7;8;4;7;6;10;12;26;16;26;16
Rape, etc.;Solrød;0;2;0;1;5;0;1;1;0;1;0;2;1;0
Rape, etc.;Faxe;1;4;3;1;2;0;1;4;2;4;7;12;6;5
Rape, etc.;Guldborgsund;9;8;8;3;6;3;2;8;3;9;14;18;14;24
Rape, etc.;Holbæk;3;6;6;12;9;10;6;3;6;8;15;10;13;10
Rape, etc.;Kalundborg;5;1;10;7;2;2;6;7;1;2;10;10;12;10
Rape, etc.;Lolland;3;8;4;9;4;6;7;4;7;9;5;22;18;16
Rape, etc.;Næstved;8;10;6;4;5;5;6;4;8;12;17;25;14;20
Rape, etc.;Odsherred;3;3;2;4;11;3;1;2;1;1;12;5;3;12
Rape, etc.;Ringsted;1;1;2;2;6;4;1;3;2;4;2;3;4;4
Rape, etc.;Slagelse;8;6;5;8;9;4;9;5;11;16;8;19;17;16
Rape, etc.;Sorø;4;1;2;0;1;1;1;3;13;0;4;8;8;3
Rape, etc.;Stevns;2;1;1;3;2;0;0;1;0;1;5;13;2;5
Rape, etc.;Vordingborg;10;4;3;1;3;1;6;2;7;7;9;11;12;14
Rape, etc.;Assens;5;2;1;3;6;0;6;1;3;1;3;10;10;3
Rape, etc.;Faaborg-Midtfyn;2;1;3;2;1;4;2;1;5;4;11;4;14;11
Rape, etc.;Kerteminde;1;2;3;1;0;2;0;1;0;0;3;2;2;1
Rape, etc.;Langeland;0;1;0;3;0;0;0;0;1;3;1;1;2;0
Rape, etc.;Middelfart;0;0;0;3;7;3;0;1;2;4;3;6;4;4
Rape, etc.;Nordfyns;2;3;2;2;0;2;1;1;2;0;1;6;2;2
Rape, etc.;Nyborg;4;2;5;1;5;2;1;2;9;5;5;2;6;2
Rape, etc.;Odense;37;14;22;28;23;18;17;15;21;39;25;34;35;39
Rape, etc.;Svendborg;7;5;7;4;8;6;7;2;5;6;14;9;7;8
Rape, etc.;Ærø;0;2;0;1;0;0;0;0;0;0;1;1;1;1
Rape, etc.;Billund;0;2;1;3;1;0;0;1;1;5;2;5;6;7
Rape, etc.;Esbjerg;16;14;16;14;8;14;12;12;9;12;26;33;31;34
Rape, etc.;Fanø;0;0;0;0;1;0;0;2;0;3;0;0;2;0
Rape, etc.;Fredericia;9;6;10;4;2;1;4;2;5;9;9;10;13;13
Rape, etc.;Haderslev;2;3;7;1;10;6;7;5;3;6;12;11;16;22
Rape, etc.;Kolding;6;5;6;7;7;4;6;6;5;23;12;15;14;19
Rape, etc.;Sønderborg;10;5;3;7;6;13;2;5;8;10;12;11;20;17
Rape, etc.;Tønder;3;3;6;1;4;3;2;3;3;6;9;1;9;14
Rape, etc.;Varde;1;3;7;3;2;0;2;2;7;4;6;4;26;22
Rape, etc.;Vejen;3;6;2;2;3;3;4;2;2;4;6;15;11;11
Rape, etc.;Vejle;8;10;6;5;10;11;4;6;7;18;22;32;23;33
Rape, etc.;Aabenraa;12;3;10;3;10;7;5;3;4;6;17;9;15;7
Rape, etc.;Favrskov;0;0;1;2;2;0;1;5;4;4;3;7;16;12
Rape, etc.;Hedensted;3;0;2;2;3;4;1;3;0;4;5;8;2;7
Rape, etc.;Horsens;13;7;5;7;3;5;6;4;2;8;15;15;18;11
Rape, etc.;Norddjurs;12;6;10;2;4;1;4;1;0;5;4;7;11;6
Rape, etc.;Odder;2;0;2;0;1;1;0;0;1;2;4;2;1;2
Rape, etc.;Randers;9;9;8;3;8;5;6;8;16;11;13;14;19;17
Rape, etc.;Samsø;0;1;0;1;0;0;0;0;0;2;2;2;1;1
Rape, etc.;Silkeborg;8;11;3;2;1;6;3;3;8;5;15;14;15;12
Rape, etc.;Skanderborg;3;3;6;2;4;1;0;2;4;1;5;7;8;6
Rape, etc.;Syddjurs;2;0;0;2;2;4;1;0;1;3;4;5;9;4
Rape, etc.;Aarhus;46;28;11;16;11;20;12;17;23;49;38;47;48;49
Rape, etc.;Herning;4;5;8;3;13;13;7;6;4;20;15;23;12;13
Rape, etc.;Holstebro;5;8;2;5;4;3;3;2;8;10;4;11;11;16
Rape, etc.;Ikast-Brande;6;5;2;2;6;1;4;2;2;4;5;7;6;8
